Code Number,Code Name,Paper Name,URL,Reason
102,DNA-binding code,"Suzuki, M. and N. Yagi (1994). ""DNA recognition code of transcription factors in the helix-turn-helix, probe helix, hormone receptor, and zinc finger families."" Proc Natl Acad Sci U S A 91(26): 12357- 12361.",https://www.pnas.org/doi/10.1073/pnas.91.26.12357,no working OA PDF (paywalled or links unreachable)
102,DNA-binding code,"Choo, Y., & Klug, A. (1997). Physical basis of a protein-DNA recognition code. Curr Opin Struct Biol, 7(1), 117-125.",https://doi.org/10.1016/S0959-440X(97)80015-2,no working OA PDF (paywalled or links unreachable)
102,DNA-binding code,"Dave, V., Zhao, C., Yang, F., Tung, C.-S., & Ma, J. (2000). Reprogrammable Recognition Codes in Bicoid Homeodomain-DNA Interaction. Mol Cell Biol, 20(20), 7673-7684.",https://doi.org/10.1128/MCB.20.20.7673-7684.2000,no working OA PDF (paywalled or links unreachable)
102,DNA-binding code,"Boch, J., H. Scholze, S. Schornack, A. Landgraf, S. Hahn, S. Kay, T. Lahaye, A. Nickstadt and U. Bonas (2009). “Breaking the code of DNA binding specificity of TAL-type III effectors.” Science 326(5959): 1509-1512.",https://www.science.org/doi/10.1126/science.1178811,no working OA PDF (paywalled or links unreachable)
102,DNA-binding code,"Puppin, C., D. Fabbro, L. Pellizzari and G. Damante (2011). ""Using the recognition code to swap homeodomain target specificity in cell culture."" Mol Biol Rep 38(8): 5349-5354.",https://link.springer.com/article/10.1007/s11033-011-0686-5,no working OA PDF (paywalled or links unreachable)
102,DNA-binding code,"de Lange, O., T. Schreiber, N. Schandry, J. Radeck, K. H. Braun, J. Koszinowski, H. Heuer, A. Strauß and T. Lahaye (2013). “Breaking the DNA-binding code of Ralstonia solanacearum TAL effectors provides new possibilities to generate plant resistance genes against bacterial wilt disease.” New Phytol 199(3): 773-786.",https://nph.onlinelibrary.wiley.com/doi/10.1111/nph.12324,no working OA PDF (paywalled or links unreachable)
102,DNA-binding code,"Yao, Y. M., Miodownik, I., O’Hagan, M. P., Jbara, M., & Afek, A. (2024). Deciphering the dynamic code: DNA recognition by transcription factors in the ever-changing genome. Transcription, 15(3-5), 114-138.",https://doi.org/10.1080/21541264.2024.2379161,no working OA PDF (paywalled or links unreachable)
104,DNA replication code,"Marmolejo, C. O., Sanchez, C., Lee, J., Werner, M., Roberts, P., Hamperl, S., & Saldivar, J. C. (2024). A phosphorylation code coordinating transcription condensate dynamics with DNA replication. bioRxiv, 2024.2005.2010.593572.",https://doi.org/10.1101/2024.05.10.593572,no working OA PDF (paywalled or links unreachable)
105,Domain code,"Koide, A., R. N. Gilbreth, K. Esaki, V. Tereshko and S. Koide (2007). “High-affinity single-domain binding proteins with a binary-code interface.” Proc Natl Acad Sci U S A 104(16): 6632-6637.",https://www.pnas.org/doi/10.1073/pnas.0700149104,no working OA PDF (paywalled or links unreachable)
106,Dormancy code,"Kumar, V., Jaiswal, D. K., Ansari, W. A., Sahu, P. K., & Kumar Baranwal, V. (2026). Unveiling Nature’s Dormancy Code: The Pivotal Role of Brassinosteroids in Seed Germination. Journal of Plant Growth Regulation.",https://doi.org/10.1007/s00344-026-12111-4,no working OA PDF (paywalled or links unreachable)
108,Dress code,"Belkaid, Y. and J. Grainger (2013). ""Immunology. Mucus coat, a dress code for tolerance."" Science 342(6157): 432-433.",https://www.science.org/doi/10.1126/science.1246252,no working OA PDF (paywalled or links unreachable)
110,Ecological codes,"Kull, K. (2010). “Ecosystems are Made of Semiosic Bonds: Consortia, Umwelten, Biophony and Ecological Codes.” Biosemiotics 3(3): 347-357",https://link.springer.com/article/10.1007/s12304-010-9081-1,no working OA PDF (paywalled or links unreachable)
111,Endocrine codes,"Burnstock, G. (2014). “Purinergic signalling in endocrine organs.” Purinergic Signalling 10(1): 189-231.",https://link.springer.com/article/10.1007/s11302-013-9396-x,no working OA PDF (paywalled or links unreachable)
112,Endocytic code,"Chang, C. P., Lazar, C. S., Walsh, B. J., Komuro, M., Collawn, J. F., Kuhn, L. A., . . . Rosenfeld, M. G. (1993). Ligand-induced internalization of the epidermal growth factor receptor is mediated by multiple endocytic codes analogous to the tyrosine motif found in constitutively internalized receptors. Journal of Biological Chemistry, 268(26), 19312-19320.",https://doi.org/10.1016/S0021-9258(19)36515-9,no working OA PDF (paywalled or links unreachable)
112,Endocytic code,"Vleurick, L., Pezet, A., Kühn, E. R., Decuypere, E., & Edery, M. (1999). A β-Turn Endocytic Code Is Required for Optimal Internalization of the Growth Hormone Receptor but Not for α-Adaptin Association. Molecular Endocrinology, 13(11), 1823-1831.",https://doi.org/10.1210/mend.13.11.0371,no working OA PDF (paywalled or links unreachable)
112,Endocytic code,"Wang, Q., Chen, X., & Wang, Z. (2015). Dimerization drives EGFR endocytosis through two sets of compatible endocytic codes. J Cell Sci, 128(5), 935-950.",https://doi.org/10.1242/jcs.160374,no working OA PDF (paywalled or links unreachable)
113,Endothelial code,"Pantopoulos, K. (2025). Foxo1 unlocks the liver endothelial code to iron sensing. Blood, 146(14), 1639-1641.",https://doi.org/10.1182/blood.2025030281,no working OA PDF (paywalled or links unreachable)
114,Epigenetic code – A (general),"Kauffman, S. (1975). Control circuits for determination and transdetermination: interpreting positional information in a binary epigenetic code. Ciba Found Symp, 0(29), 201-221.",https://doi.org/10.1002/9780470720110.ch10,no working OA PDF (paywalled or links unreachable)
114,Epigenetic code – A (general),"Imhof, A., & Becker, P. B. (2001). Modifications of the histone N-terminal domains - Evidence for an “epigenetic code”? Molecular Biotechnology, 17(1), 1-13.",https://doi.org/10.1385/MB:17:1:01,no working OA PDF (paywalled or links unreachable)
114,Epigenetic code – A (general),"Benecke, A. (2006). ""Chromatin code, local non-equilibrium dynamics, and the emergence of transcription regulatory programs."" Eur Phys J E Soft Matter 19(3): 353-366.",https://link.springer.com/article/10.1140/epje/i2005-10068-8,no working OA PDF (paywalled or links unreachable)
114,Epigenetic code – A (general),"Lesne, A. (2006). ""The chromatin regulatory code: beyond a histone code."" Eur Phys J E Soft Matter 19(3): 375-377.",https://link.springer.com/article/10.1140/epje/i2005-10064-0,no working OA PDF (paywalled or links unreachable)
114,Epigenetic code – A (general),"Dhanak, D. (2012). Cracking the Code: The Promise of Epigenetics. ACS Medicinal Chemistry Letters, 3(7), 521-523.",https://doi.org/10.1021/ml300141h,no working OA PDF (paywalled or links unreachable)
114,Epigenetic code – A (general),"Niu, Q.-q., Xi, Y.-t., Guo, Y.-q., Piao, Z.-j., Zhang, C.-r., Li, T.-y., . . . Kamal, N. N. S. N. M. (2025). Lactylation and methylation: Dual epigenetic codes and potential therapeutic targets in myocardial aging. Ageing Research Reviews, 112, 102849.",https://doi.org/10.1016/j.arr.2025.102849,no working OA PDF (paywalled or links unreachable)
115,Epigenetic code – B (stem cell),"Yamada, Y., & Watanabe, A. (2010). 7 - Epigenetic Codes in Stem Cells and Cancer Stem Cells. In Z. Herceg & T. Ushijima (Eds.), Advances in Genetics (Vol. 70, pp. 177-199). Academic Press.",https://doi.org/10.1016/B978-0-12-380866-0.60007-1,no working OA PDF (paywalled or links unreachable)
116,Epigenetic code – C (behaviour),"Fustin, J. M., R. Kojima, K. Itoh, H. Y. Chang, S. Ye, B. Zhuang, A. Oji, S. Gibo, R. Narasimamurthy, D. Virshup, G. Kurosawa, M. Doi, I. Manabe, Y. Ishihama, M. Ikawa and H. Okamura (2018). ""Two Ck1δ transcripts regulated by m6A methylation code for two antagonistic kinases in the control of the circadian clock."" Proc Natl Acad Sci U S A 115(23): 5980-5985.",https://www.pnas.org/doi/abs/10.1073/pnas.1721371115,no working OA PDF (paywalled or links unreachable)
117,Epigenetic code – D (miscellaneous),"Jiang, Y., & Hsieh, J. (2012). Harnessing Adult Neurogenesis By Cracking the Epigenetic Code. Future Neurology, 7(1), 65-79.",https://doi.org/10.2217/fnl.11.67,no working OA PDF (paywalled or links unreachable)
117,Epigenetic code – D (miscellaneous),"Allan, R. S., & Nutt, S. L. (2014). Deciphering the epigenetic code of T lymphocytes. Immunological Reviews, 261(1), 50-61.",https://doi.org/10.1111/imr.12207,no working OA PDF (paywalled or links unreachable)
117,Epigenetic code – D (miscellaneous),"Kawaguchi, A., Wang, J., Knapp, D., Murawala, P., Nowoshilow, S., Masselink, W., . . . Tanaka, E. M. (2024). A chromatin code for limb segment identity in axolotl limb regeneration. Dev Cell, 59(16), 2239-2253.e2239.",https://doi.org/10.1016/j.devcel.2024.05.002,no working OA PDF (paywalled or links unreachable)
117,Epigenetic code – D (miscellaneous),"Goldberg, D. C., Cloud, C., Lee, S. M., Barnes, B., Gruber, S., Kim, E., . . . Zhou, W. (2025). Scalable screening of ternary-code DNA methylation dynamics associated with human traits. Cell Genomics, 5(9).",https://doi.org/10.1016/j.xgen.2025.100929,no working OA PDF (paywalled or links unreachable)
119,Epitope code,"Konstantinou, G. N., Yin Wong, L. S., & Nowak-Wegrzyn, A. (2025). Reading the code of epitope- specific IgE: Predicting persistence and resolution in peanut allergy. Journal of Allergy and Clinical Immunology, 156(6), 1520-1522.",https://doi.org/10.1016/j.jaci.2025.10.014,no working OA PDF (paywalled or links unreachable)
120,Epitranscriptomic code,"Deng, L., J. Kumar, R. Rose, W. McIntyre and D. Fabris (2022). “Analyzing RNA posttranscriptional modifications to decipher the epitranscriptomic code.” Mass Spectrom Rev: e21798.",https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/mas.21798,no working OA PDF (paywalled or links unreachable)
121,E-protein code,"BARNDT, R. J., & ZHUANG, Y. (1999). Controlling Lymphopoiesis with a Combinatorial E-protein Code. Cold Spring Harbor Symposia on Quantitative Biology, 64, 45-50.",https://doi.org/10.1101/sqb.1999.64.45,no working OA PDF (paywalled or links unreachable)
122,Error correcting code,"Štambuk, N., & Konjevoda, P. (2001). New computational algorithm for the prediction of protein folding types. International Journal of Quantum Chemistry, 84(1), 13-22.",https://doi.org/10.1002/qua.1302,no working OA PDF (paywalled or links unreachable)
122,Error correcting code,"Battail, G. (2007). Information Theory and Error-Correcting Codes In Genetics and Biological Evolution. Introduction to Biosemiotics: The New Biological Synthesis. M. Barbieri. Dordrecht, Springer Netherlands: 299-345.",https://link.springer.com/chapter/10.1007/1-4020-4814-9_13,no working OA PDF (paywalled or links unreachable)
123,ER stress code,"Varshney, V., Singh, J., & Mishra, V. (2024). Unlocking the plant ER stress code: IRE1-proteasome signaling cohort takes the lead. Trends Plant Sci, 29(6), 610-612.",https://doi.org/10.1016/j.tplants.2023.12.003,no working OA PDF (paywalled or links unreachable)
124,Estrogen code,"Le Romancer, M., Poulard, C., Cohen, P., Sentis, S., Renoir, J.-M., & Corbo, L. (2011). Cracking the Estrogen Receptor's Posttranslational Code in Breast Tumors. Endocrine Reviews, 32(5), 597-622.",https://doi.org/10.1210/er.2010-0016,no working OA PDF (paywalled or links unreachable)
125,Eukaryogenesis codes,"Igamberdiev, A. U. (2025). The development of code systems during eukaryogenesis and the rise of multicellularity. Biosystems, 255, 105546.",https://doi.org/10.1016/j.biosystems.2025.105546,no working OA PDF (paywalled or links unreachable)
127,Export / Exit code,"Roy, G., Chalfin, E. M., Saxena, A., & Wang, X. (2010). Interplay between ER Exit Code and Domain Conformation in CFTR Misprocessing and Rescue. Mol Biol Cell, 21(4), 597-609.",https://doi.org/10.1091/mbc.e09-05-0427,no working OA PDF (paywalled or links unreachable)
128,Extensin code,"Kieliszewski, M. J., & Lamport, D. T. A. (1994). Extensin: repetitive motifs, functional sites, post- translational codes, and phylogeny. The Plant Journal, 5(2), 157-172.",https://doi.org/10.1046/j.1365-313X.1994.05020157.x,no working OA PDF (paywalled or links unreachable)
129,Fear code,"Tuna, T., Totty, M. S., Badarnee, M., Afonso Gonçalves Mourão, F., Peters, S., Milad, M. R., & Maren, S. (2025). Associative coding of conditioned fear in the thalamic nucleus reuniens in rodents and humans. bioRxiv, 2025.2003.2018.643915.",https://doi.org/10.1101/2025.03.18.643915,no working OA PDF (paywalled or links unreachable)
130,Feng-flavor baijiu code,"Zhang, Y., Liu, K., Ding, X., Feng, Y., Jing, C., Zhang, Y., & Bai, L. (2026). Unlocking the Feng-flavor baijiu code: Single-strain yeast inoculants outperform co-cultures in enhancing sweet honey-ester aroma. Food Res Int, 230, 118518.",https://doi.org/10.1016/j.foodres.2026.118518,no working OA PDF (paywalled or links unreachable)
131,Ferroptosis code,"Zhao, X., Hsu, C.-L., & Spruston, N. (2022). Rapid synaptic plasticity contributes to a learned conjunctive code of position and choice-related information in the hippocampus. Neuron, 110(1), 96- 108.e104.",https://doi.org/10.1016/j.neuron.2021.10.003,no working OA PDF (paywalled or links unreachable)
131,Ferroptosis code,"Cai, X., Zhang, Y., Qin, W., & Li, X. (2026). Molecular code of ferroptosis: emerging multi-dimensional modifications and therapeutic targets in hepatic disorders. Metabolism, 175, 156457.",https://doi.org/10.1016/j.metabol.2025.156457,no working OA PDF (paywalled or links unreachable)
133,Fibrogenic code,"Friedersdorf, M., & Diehl, A. M. (2021). Inflammation Writes the Fibrogenic Code. Cell Mol Gastroenterol Hepatol, 12(3), 1147-1148.",https://doi.org/10.1016/j.jcmgh.2021.06.012,no working OA PDF (paywalled or links unreachable)
134,Fibrotic code,"Liu, M., Li, X., Gao, Y., Wei, Z., Ma, J., Zhang, L., . . . Liu, T. (2026). Breaking the fibrotic code: Nanotechnology-driven advances in renal fibrosis therapy. Biomaterials, 327, 123738.",https://doi.org/10.1016/j.biomaterials.2025.123738,no working OA PDF (paywalled or links unreachable)
135,Flower code,"Rhiner, C., López-Gay, J. M., Soldini, D., Casas-Tinto, S., Martín, F. A., Lombardía, L., & Moreno, E. (2010). Flower Forms an Extracellular Code that Reveals the Fitness of a Cell to its Neighbors in Drosophila. Dev Cell, 18(6), 985-998.",https://doi.org/10.1016/j.devcel.2010.05.010,no working OA PDF (paywalled or links unreachable)
135,Flower code,"Casas-Tinto, S., Torres, M., & Moreno, E. (2011). The flower code and cancer development. Clinical and Translational Oncology, 13(1), 5-9.",https://doi.org/10.1007/s12094-011-0610-4,no working OA PDF (paywalled or links unreachable)
137,GABA code,"Jang, H. J., Park, K., Lee, J., Kim, H., Han, K. H., & Kwag, J. (2015). GABAA receptor-mediated feedforward and feedback inhibition differentially modulate the gain and the neural code transformation in hippocampal CA1 pyramidal cells. Neuropharmacology, 99, 177-186.",https://doi.org/10.1016/j.neuropharm.2015.06.005,no working OA PDF (paywalled or links unreachable)
138,Genetic code – A (historical),"Berg, P. and E. J. Offengand (1958). “An Enzymatic Mechanism for Linking Amino Acids to RNA.” Proc Natl Acad Sci U S A 44(2): 78-86.",https://www.pnas.org/doi/abs/10.1073/pnas.44.2.78,no working OA PDF (paywalled or links unreachable)
138,Genetic code – A (historical),"Nirenberg, M. W. and J. H. Matthaei (1961). “The dependence of cell-free protein synthesis in E. coli upon naturally occurring or synthetic polyribonucleotides.” Proceedings of the National Academy of Sciences 47(10): 1588-1602.",https://www.pnas.org/doi/10.1073/pnas.47.10.1588,no working OA PDF (paywalled or links unreachable)
138,Genetic code – A (historical),"Lengyel, P., J. F. Speyer and S. Ochoa (1961). “Synthetic polynucleotides and the amino acid code.” Proc Natl Acad Sci U S A 47(12): 1936-1942.",https://www.pnas.org/doi/10.1073/pnas.47.12.1936,no working OA PDF (paywalled or links unreachable)
138,Genetic code – A (historical),"Nirenberg, M. and P. Leder (1964). “RNA Codewords and Protein Synthesis.” Science 145(3639): 1399-1407.",https://www.science.org/doi/10.1126/science.145.3639.1399,no working OA PDF (paywalled or links unreachable)
138,Genetic code – A (historical),"Woese, C. R. (1965). “Order in the genetic code.” Proc Natl Acad Sci U S A 54(1): 71-75.",https://www.pnas.org/doi/10.1073/pnas.54.1.71,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"Jukes, T. H. and S. Osawa (1990). “The genetic code in mitochondria and chloroplasts.” Experientia 46(11-12): 1117-1126.",https://link.springer.com/article/10.1007/BF01936921,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"Osawa, S., Muto, A., Ohama, T., Andachi, Y., Tanaka, R., & Yamao, F. (1990). Prokaryotic genetic code. Experientia, 46(11-12), 1097-1106.",https://doi.org/10.1007/bf01936919,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"Haig, D. and L. D. Hurst (1991). “A quantitative measure of error minimization in the genetic code.” J Mol Evol 33(5): 412-417.",https://link.springer.com/article/10.1007/BF02103132,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"Freeland, S. J. and L. D. Hurst (1998). “The Genetic Code Is One in a Million.” Journal of Molecular Evolution 47(3): 238-248.",https://link.springer.com/article/10.1007/PL00006381,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"Ronneberg, T. A., Landweber, L. F., & Freeland, S. J. (2000). Testing a biosynthetic theory of the genetic code: Fact or artifact? Proceedings of the National Academy of Sciences, 97(25), 13690- 13695.",https://doi.org/10.1073/pnas.250403097,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"Kun, Á., S. Pongor, F. Jordán and E. Szathmáry (2008). Catalytic Propensity of Amino Acids and the Origins of the Genetic Code and Proteins. The Codes of Life: The Rules of Macroevolution. M. Barbieri and J. Hoffmeyer. Dordrecht, Springer Netherlands: 39-58.",https://link.springer.com/chapter/10.1007/978-1-4020-6340-4_3,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"Di Giulio, M. (2008). Why the Genetic Code Originated: Implications for the Origin of Protein Synthesis. The Codes of Life: The Rules of Macroevolution. M. Barbieri and J. Hoffmeyer. Dordrecht, Springer Netherlands: 59-67.",https://link.springer.com/chapter/10.1007/978-1-4020-6340-4_4,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"Guimarães, R. C., C. H. C. Moreira and S. T. de Farias (2008). Self-Referential Formation of the Genetic System. The Codes of Life: The Rules of Macroevolution. M. Barbieri and J. Hoffmeyer. Dordrecht, Springer Netherlands: 69-110.",https://link.springer.com/chapter/10.1007/978-1-4020-6340-4_5,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"Gonzalez, D. L. (2008). The Mathematical Structure of the Genetic Code. The Codes of Life: The Rules of Macroevolution. M. Barbieri and J. Hoffmeyer. Dordrecht, Springer Netherlands: 111-152.",https://link.springer.com/chapter/10.1007/978-1-4020-6340-4_6,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"shCherbak, V. (2008). The Arithmetical Origin of the Genetic Code. The Codes of Life: The Rules of Macroevolution. M. Barbieri and J. Hoffmeyer. Dordrecht, Springer Netherlands: 153-185.",https://link.springer.com/chapter/10.1007/978-1-4020-6340-4_7,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"Yarus, M. (2023). The Genetic Code Assembles via Division and Fusion, Basic Cellular Events. Life (Basel), 13(10).",https://doi.org/10.3390/life13102069,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"Zürcher, J. F., Robertson, W. E., Kappes, T., Petris, G., Elliott, T. S., Salmond, G. P. C., & Chin, J. W. (2022). Refactored genetic codes enable bidirectional genetic isolation. Science, 378(6619), 516-523.",https://doi.org/10.1126/science.add8943,no working OA PDF (paywalled or links unreachable)
139,Genetic code – B (research),"Worning, P., & Ibarra-Chávez, R. (2026). Gene sharing has stabilised the genetic code. Trends in Genetics, 42(4), 314-323.",https://doi.org/10.1016/j.tig.2025.12.006,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Budisa, N. (2004). “Prolegomena to Future Experimental Efforts on Genetic Code Engineering by Expanding Its Amino Acid Repertoire.” Angewandte Chemie International Edition 43(47): 6426-6463.",https://onlinelibrary.wiley.com/doi/10.1002/anie.200300646,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Wang, L. and P. G. Schultz (2005). “Expanding the Genetic Code.” AngewandteChemie International Edition 44(1): 34-66.",https://www.annualreviews.org/doi/10.1146/annurev.biophys.35.101105.121507,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Liu, C. C., A. V. Mack, M. L. Tsao, J. H. Mills, H. S. Lee, H. Choe, M. Farzan, P. G. Schultz and V. V. Smider (2008). “Protein evolution with an expanded genetic code.” Proc Natl Acad Sci U S A 105(46): 17688-17693.",https://www.pnas.org/doi/10.1073/pnas.0809543105,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Oron-Gottesman, A., M. Sauert, I. Moll and H. Engelberg-Kulka (2016). “A Stress-Induced Bias in the Reading of the Genetic Code in Escherichia coli.” mBio 7(6).",https://journals.asm.org/doi/10.1128/mBio.01855-16,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Völler, J. S., & Budisa, N. (2017). Coupling genetic code expansion and metabolic engineering for synthetic cells. Curr Opin Biotechnol, 48, 1-7.",https://doi.org/10.1016/j.copbio.2017.02.002,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Su, H. J., T. J. Barkman, W. Hao, S. S. Jones, J. Naumann, E. Skippington, E. K. Wafula, J. M. Hu, J. D. Palmer and C. W. dePamphilis (2019). “Novel genetic code and record-setting AT-richness in the highly reduced plastid genome of the holoparasitic plant Balanophora.” Proc Natl Acad Sci U S A 116(3): 934-943.",https://www.pnas.org/doi/10.1073/pnas.1816822116,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Kivenson, V. and S. J. Giovannoni (2020). “An Expanded Genetic Code Enables Trimethylamine Metabolism in Human Gut Bacteria.” mSystems 5(5).",https://journals.asm.org/doi/10.1128/mSystems.00413-20,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Reinkemeier, C. D. and E. A. Lemke (2023). “Synthetic Organelles for Multiple mRNA Selective Genetic Code Expansions in Eukaryotes.” Methods Mol Biol 2563: 341-369.",https://link.springer.com/protocol/10.1007/978-1-0716-2663-4_17,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Huang, Y., Zhang, P., Wang, H., Chen, Y., Liu, T., & Luo, X. (2025). Genetic Code Expansion: Recent Developments and Emerging Applications. Chemical Reviews, 125(2), 523-598.",https://doi.org/10.1021/acs.chemrev.4c00216,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Mittal, S., Jena, M. K., & Pathak, B. (2025). Unlocking the 12-Letter Genetic Code: ML-Empowered Quantum Nanopore Base-Calling Even for DNA Isomers. ACS Applied Nano Materials, 8(23), 12065- 12078.",https://doi.org/10.1021/acsanm.5c01658,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Zong, Z. (2025). Expanding the genetic code for site-specific lysine lactylation. Nature Reviews Molecular Cell Biology, 26(4), 252-252.",https://doi.org/10.1038/s41580-025-00832-5,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Wyllis, D., apos, R., J., Gupta, S. P., Anderson, S. R., & Kunjapur, A. M. (2026). Advancing Genetic Code Expansion in Live Cells Through Metabolic Engineering. Annual Review of Chemical and Biomolecular Engineering.",https://doi.org/10.1146/annurev-chembioeng-100724-081506,no working OA PDF (paywalled or links unreachable)
140,Genetic Code – C (expanded),"Katoh, T., & Suga, H. (2026). A reprogrammed genetic code consisting of 32 distinct amino acids. Nucleic Acids Res, 54(4).",https://doi.org/10.1093/nar/gkag140,no working OA PDF (paywalled or links unreachable)
141,Genetic code – D (alternative),"Parker, J. (1989). ""Errors and alternatives in reading the universal genetic code."" Microbiol Rev 53(3): 273-298.",https://journals.asm.org/doi/10.1128/mr.53.3.273-298.1989,no working OA PDF (paywalled or links unreachable)
141,Genetic code – D (alternative),"Osawa, S., D. Collins, T. Ohama, T. H. Jukes and K. Watanabe (1990). ""Evolution of the mitochondrial genetic code. III. Reassignment of CUN codons from leucine to threonine during evolution of yeast mitochondria."" J Mol Evol 30(4): 322-328.",https://link.springer.com/article/10.1007/BF02101886,no working OA PDF (paywalled or links unreachable)
141,Genetic code – D (alternative),"Fellouse, F. A., Wiesmann, C., & Sidhu, S. S. (2004). Synthetic antibodies from a four-amino-acid code: A dominant role for tyrosine in antigen recognition. Proceedings of the National Academy of Sciences, 101(34), 12467-12472.",https://doi.org/10.1073/pnas.0401786101,no working OA PDF (paywalled or links unreachable)
141,Genetic code – D (alternative),"Roukos, D. H. (2012). ""Biotechnological, genomics and systems-synthetic biology revolution: redesigning genetic code for a pragmatic systems medicine."" Expert Rev Med Devices 9(2): 97-101.",https://www.tandfonline.com/doi/full/10.1586/erd.11.68,no working OA PDF (paywalled or links unreachable)
141,Genetic code – D (alternative),"Mateus, D. D., Paredes, J. A., Español, Y., Ribas de Pouplana, L., Moura, G. R., & Santos, M. A. S. (2013). Molecular reconstruction of a fungal genetic code alteration. RNA Biol, 10(6), 968-980.",https://doi.org/10.4161/rna.24683,no working OA PDF (paywalled or links unreachable)
141,Genetic code – D (alternative),"Ling, J., O'Donoghue, P., & Söll, D. (2015). Genetic code flexibility in microorganisms: novel mechanisms and impact on physiology. Nature Reviews Microbiology, 13(11), 707-721.",https://doi.org/10.1038/nrmicro3568,no working OA PDF (paywalled or links unreachable)
141,Genetic code – D (alternative),"Nagao, A., Ohara, M., Miyauchi, K., Yokobori, S.-i., Yamagishi, A., Watanabe, K., & Suzuki, T. (2017). Hydroxylation of a conserved tRNA modification establishes non-universal genetic code in echinoderm mitochondria. Nature Structural & Molecular Biology, 24(9), 778-782.",https://doi.org/10.1038/nsmb.3449,no working OA PDF (paywalled or links unreachable)
141,Genetic code – D (alternative),"Pfennig, A., Lomsadze, A., & Borodovsky, M. (2023). MgCod: Gene Prediction in Phage Genomes with Multiple Genetic Codes. J Mol Biol, 435(14), 168159.",https://doi.org/10.1016/j.jmb.2023.168159,no working OA PDF (paywalled or links unreachable)
142,"Genetic code, second","de Duve, C. (1988). The second genetic code. Nature, 333(6169), 117-118. de Duve, C. (1988). Transfer RNAs: the second genetic code. Nature, 333(6169), 117-118.",https://doi.org/10.1038/333117a0,no working OA PDF (paywalled or links unreachable)
142,"Genetic code, second","Waldrop, M. M. (1989). The structure of the ""second genetic code"". Science, 246(4934), 1122.",https://doi.org/10.1126/science.2479981,no working OA PDF (paywalled or links unreachable)
142,"Genetic code, second","Tejedor, J. R., & Valcárcel, J. (2010). Gene regulation: Breaking the second genetic code. Nature, 465(7294), 45-46.",https://doi.org/10.1038/465045a,no working OA PDF (paywalled or links unreachable)
142,"Genetic code, second","Mohanty, Bijan B (2025) Does a Second Genetic Code Really Exist? Available at SSRN.",http://dx.doi.org/10.2139/ssrn.5608711,no working OA PDF (paywalled or links unreachable)
142,"Genetic code, second","Mohanty, Bijan B (2025) Discovery of the Second Genetic Code. Available at SSRN.",http://dx.doi.org/10.2139/ssrn.5801082,no working OA PDF (paywalled or links unreachable)
142,"Genetic code, second","Mohanty, Bijan B (2026) Preliminary Evidence of Correlations between the Second Genetic Code & the Standard Genetic Code. Available at SSRN.",http://dx.doi.org/10.2139/ssrn.6054895,no working OA PDF (paywalled or links unreachable)
144,Genome regulatory code,"Rister, J. and C. Desplan (2010). “Deciphering the genome’s regulatory code: the many languages of DNA.” Bioessays 32(5): 381-384.",https://onlinelibrary.wiley.com/doi/10.1002/bies.200900197,no working OA PDF (paywalled or links unreachable)
144,Genome regulatory code,"Istrail, S. (2019). “Eric Davidson’s Regulatory Genome for Computer Science: Causality, Logic, and Proof Principles of the Genomic cis-Regulatory Code.” J Comput Biol 26(7): 653-684.",https://www.liebertpub.com/doi/10.1089/cmb.2019.0144,no working OA PDF (paywalled or links unreachable)
145,Genomic code,"Pennisi, E. (2004). “Searching for the genome’s second code.” Science 306(5696): 632-635.",https://www.science.org/doi/10.1126/science.306.5696.632,no working OA PDF (paywalled or links unreachable)
